entity,project,algorithm,difficulty,run_id,run_name,state,sweep_id,sweep_path,created_at,cfg.actor_lr,cfg.critic_lr,cfg.noise_std,cfg.w_distance,cfg.optimal_speed,cfg.distance_scale,cfg.in_hole_reward,cfg.dist_at_hole_scale,cfg.optimal_speed_scale,sum._runtime,sum._step,sum._timestamp,sum._wandb,sum.avg_distance_to_hole,sum.avg_reward,sum.final_avg_distance_to_hole,sum.final_avg_reward,sum.final_success_rate,sum.noise_std,sum.success_rate,metric.final_success_rate
rl_golf,golf_robot_ddpg_v3,ddpg,3,mpm4d5v4,classic-sweep-1,finished,297n8g9a,<Sweep rl_golf/golf_robot_ddpg_v3/297n8g9a (RUNNING)>,2026-02-05T12:39:13Z,0.00016676220443622195,0.0006333957347008729,0.3807627924843134,0.4899162530409636,0.981749224988711,3.1084682835475532,4.081041178480069,0.23356574091061488,1.5128106210754098,13758,9804,1770308918.0765407,{'runtime': 13758},0.17539735928616598,1.557479792842448,0.1822801554943632,1.5537744664550273,0.3,0.056549103291189395,0.3,0.3
rl_golf,golf_robot_ddpg_v3,ddpg,3,03n44dcf,pretty-sweep-2,finished,297n8g9a,<Sweep rl_golf/golf_robot_ddpg_v3/297n8g9a (RUNNING)>,2026-02-05T12:39:30Z,0.0001907771833143381,0.001164716175050838,0.13747303948920406,0.4850173623458971,0.5849920591645592,1.3535834192763545,5.957806145104468,7.973714117370516,3.1423229053365485,12709,9804,1770307886.069995,{'runtime': 12709},0.1907700925319076,2.0285306575053146,0.16310538351184933,2.4559675618921277,0.33,0.051731966181886246,0.25,0.33
rl_golf,golf_robot_ddpg_v3,ddpg,3,8jyf5j83,visionary-sweep-3,finished,297n8g9a,<Sweep rl_golf/golf_robot_ddpg_v3/297n8g9a (RUNNING)>,2026-02-05T12:39:31Z,0.0004153299718091988,0.0031021559657605727,0.3729452613464985,0.2088534824586694,0.9334755105760906,9.388144362117693,1.8481340208552353,2.437033076601686,0.96494291473056,12032,9804,1770307209.1434357,{'runtime': 12032},0.17165777936548787,0.7163161375779601,0.16576850547060956,0.7188712569537433,0.35,0.056394316174660675,0.35,0.35
rl_golf,golf_robot_ddpg_v3,ddpg,3,ezot0u2f,visionary-sweep-4,finished,297n8g9a,<Sweep rl_golf/golf_robot_ddpg_v3/297n8g9a (RUNNING)>,2026-02-05T12:39:31Z,0.0003558032486045912,0.0008579361495075332,0.11811481056993506,0.38324239114677205,0.5800359749248927,3.1426702282094987,6.634058883685673,3.792662675126956,0.3154151124917848,12024,9804,1770307201.750307,{'runtime': 12024},0.13229025845168466,3.55392940920807,0.16436284956091893,2.3951864430546315,0.31,0.051348673249284715,0.5,0.31
rl_golf,golf_robot_ddpg_v3,ddpg,3,g6vp3pk9,youthful-sweep-5,finished,297n8g9a,<Sweep rl_golf/golf_robot_ddpg_v3/297n8g9a (RUNNING)>,2026-02-05T12:39:32Z,0.001206786879297791,0.0002141482784079228,0.38568043951555586,0.6913619088268028,0.7290038988402366,7.845893513054268,7.971441491091475,1.157285943009169,0.5464101157756642,14279,9804,1770309457.1088126,{'runtime': 14279},0.20359528113325215,2.4821046384810113,0.18771468081881915,2.574512560784591,0.31,0.056646472702408024,0.3,0.31
rl_golf,golf_robot_ddpg_v3,ddpg,3,1w8ouooo,earthy-sweep-7,finished,297n8g9a,<Sweep rl_golf/golf_robot_ddpg_v3/297n8g9a (RUNNING)>,2026-02-05T12:39:34Z,0.000841085538281246,0.00022750842422197167,0.1879105429831697,0.6341357125920875,1.0034676844704318,1.438499051301203,7.346700904144177,2.5676400901911545,2.2396702403803816,15843,9804,1770311023.4246578,{'runtime': 15843},0.2082000765422658,2.674989755552821,0.16084817198936815,3.4247224543240096,0.41,0.052730628751066794,0.3,0.41
rl_golf,golf_robot_ddpg_v3,ddpg,3,aohmzu3z,apricot-sweep-6,finished,297n8g9a,<Sweep rl_golf/golf_robot_ddpg_v3/297n8g9a (RUNNING)>,2026-02-05T12:39:34Z,0.0005251462668703086,0.0031933477713836137,0.30301352305125906,0.6775192888640302,1.033247168094991,7.42942761492233,4.865090267942587,0.818217427918188,2.640300023521355,12629,9804,1770307809.0441644,{'runtime': 12629},0.22250599285916703,0.4148953297559096,0.18922484105715212,1.531756457660573,0.29,0.055009667756414915,0.05,0.29
rl_golf,golf_robot_ddpg_v3,ddpg,3,d2spukeh,resilient-sweep-8,finished,297n8g9a,<Sweep rl_golf/golf_robot_ddpg_v3/297n8g9a (RUNNING)>,2026-02-05T12:39:35Z,0.0005240391511288241,0.004710927902224999,0.14301442339038078,0.865839920730541,0.9081264241481656,1.1911909623407773,1.8706400239772192,0.5146807461546669,0.4615155028681191,12660,9804,1770307841.6553133,{'runtime': 12660},0.17758955811234786,1.1330821667260556,0.17391738646977742,1.0900503006894098,0.3,0.05184168558312954,0.35,0.3
rl_golf,golf_robot_ddpg_v3,ddpg,3,3yk69slp,amber-sweep-9,finished,297n8g9a,<Sweep rl_golf/golf_robot_ddpg_v3/297n8g9a (RUNNING)>,2026-02-05T12:39:36Z,0.003291013811877251,0.0002537933951597538,0.22616694857638464,0.39044701073826704,0.8299421606873381,3.02487407611258,4.86364417783452,0.7024127711963586,1.5388558133499175,14030,9804,1770309212.5624392,{'runtime': 14030},0.17108605096160065,1.806179400278655,0.15893975566644702,2.1094899143562738,0.37,0.05348810558181241,0.3,0.37
rl_golf,golf_robot_ddpg_v3,ddpg,3,veezf99y,lunar-sweep-10,finished,297n8g9a,<Sweep rl_golf/golf_robot_ddpg_v3/297n8g9a (RUNNING)>,2026-02-05T16:00:06Z,0.0009820479964701915,0.0023890489844860794,0.1145449169794986,0.3778725465849865,0.7121044133294157,5.029605247367881,7.890395454037357,0.4312883087298794,5.88585041638336,12393,9804,1770319605.6082785,{'runtime': 12393},0.1650950583012118,2.594511337564312,0.1990275928677803,2.2640783936420186,0.26,0.05127798935619408,0.3,0.26
